severity,group,code,recipe_no,recipe_id,title,line_index,food_id,message,evidence,recommendation
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,212,r212_kurinyy_sup_s_domashnim_bulonom_i_shirokoy_lapshoy,Куриный суп с домашним бульоном и широкой лапшой,1,carrot,`carrot` is in ingredients but not found in instructions by known aliases,морковь — 50 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,212,r212_kurinyy_sup_s_domashnim_bulonom_i_shirokoy_lapshoy,Куриный суп с домашним бульоном и широкой лапшой,3,onion,`onion` is in ingredients but not found in instructions by known aliases,желтый лук — 12 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,212,r212_kurinyy_sup_s_domashnim_bulonom_i_shirokoy_lapshoy,Куриный суп с домашним бульоном и широкой лапшой,4,chicken_drumstick,`chicken_drumstick` is in ingredients but not found in instructions by known aliases,куриные окорочка на кости — 170 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,212,r212_kurinyy_sup_s_domashnim_bulonom_i_shirokoy_lapshoy,Куриный суп с домашним бульоном и широкой лапшой,13,egg_noodles,`egg_noodles` is in ingredients but not found in instructions by known aliases,широкая яичная лапша — 14 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,213,r213_ovoschnoy_minestrone_s_beloy_fasolyu_i_pastoy,Овощной минестроне с белой фасолью и пастой,9,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,готовая белая фасоль или красная фасоль — 16 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,213,r213_ovoschnoy_minestrone_s_beloy_fasolyu_i_pastoy,Овощной минестроне с белой фасолью и пастой,10,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,зеленая фасоль — 35 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,213,r213_ovoschnoy_minestrone_s_beloy_fasolyu_i_pastoy,Овощной минестроне с белой фасолью и пастой,13,oregano,`oregano` is in ingredients but not found in instructions by known aliases,сушеный орегано — 1 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,215,r215_zolotoy_karri_sup_iz_krasnoy_chechevitsy_s_kokosovym_m,Золотой карри-суп из красной чечевицы с кокосовым молоком,4,ginger,`ginger` is in ingredients but not found in instructions by known aliases,свежий имбирь — 4 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,215,r215_zolotoy_karri_sup_iz_krasnoy_chechevitsy_s_kokosovym_m,Золотой карри-суп из красной чечевицы с кокосовым молоком,5,chili_pepper,`chili_pepper` is in ingredients but not found in instructions by known aliases,перец серрано — 40 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,215,r215_zolotoy_karri_sup_iz_krasnoy_chechevitsy_s_kokosovym_m,Золотой карри-суп из красной чечевицы с кокосовым молоком,11,tamari,`tamari` is in ingredients but not found in instructions by known aliases,"кокосовые аминокислоты, соевый соус или тамари — 8 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,215,r215_zolotoy_karri_sup_iz_krasnoy_chechevitsy_s_kokosovym_m,Золотой карри-суп из красной чечевицы с кокосовым молоком,13,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,сок лимона или лайма — 4 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,215,r215_zolotoy_karri_sup_iz_krasnoy_chechevitsy_s_kokosovym_m,Золотой карри-суп из красной чечевицы с кокосовым молоком,15,cream,`cream` is in ingredients but not found in instructions by known aliases,кокосовые сливки — 15 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,216,r216_marokkanskaya_harira_s_govyadinoy_nutom_i_chechevitsey,"Марокканская харира с говядиной, нутом и чечевицей",6,ginger,`ginger` is in ingredients but not found in instructions by known aliases,"молотый имбирь — 0,5 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,216,r216_marokkanskaya_harira_s_govyadinoy_nutom_i_chechevitsey,"Марокканская харира с говядиной, нутом и чечевицей",9,tomato_paste,`tomato_paste` is in ingredients but not found in instructions by known aliases,томатная паста — 3 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,216,r216_marokkanskaya_harira_s_govyadinoy_nutom_i_chechevitsey,"Марокканская харира с говядиной, нутом и чечевицей",15,cornstarch,`cornstarch` is in ingredients but not found in instructions by known aliases,кукурузный крахмал или мука — 9 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,217,r217_tayskiy_zelenyy_karri_sup_s_udonom_i_krevetkami,Тайский зеленый карри-суп с удоном и креветками,2,thai_curry_paste,`thai_curry_paste` is in ingredients but not found in instructions by known aliases,тайская зеленая карри-паста — 1 полная ст. л.,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,217,r217_tayskiy_zelenyy_karri_sup_s_udonom_i_krevetkami,Тайский зеленый карри-суп с удоном и креветками,7,egg_noodles,`egg_noodles` is in ingredients but not found in instructions by known aliases,лапша удон для быстрого приготовления — 120 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,217,r217_tayskiy_zelenyy_karri_sup_s_udonom_i_krevetkami,Тайский зеленый карри-суп с удоном и креветками,10,chili_pepper,`chili_pepper` is in ingredients but not found in instructions by known aliases,"красный чили — 0,5 шт.",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,217,r217_tayskiy_zelenyy_karri_sup_s_udonom_i_krevetkami,Тайский зеленый карри-суп с удоном и креветками,11,green_onion,`green_onion` is in ingredients but not found in instructions by known aliases,зеленый лук — 1 перо,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,218,r218_kurinoe_ragu_v_staute_s_bekonom_morkovyu_i_gribami,"Куриное рагу в стауте с беконом, морковью и грибами",1,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,пшеничная мука — 8 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,218,r218_kurinoe_ragu_v_staute_s_bekonom_morkovyu_i_gribami,"Куриное рагу в стауте с беконом, морковью и грибами",4,chicken_thigh,`chicken_thigh` is in ingredients but not found in instructions by known aliases,куриные бедра без кожи и костей — 140 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,219,r219_kuritsa_s_kletskami_v_legkom_ragu,Курица с клецками в легком рагу,8,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,пшеничная мука — 8 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,219,r219_kuritsa_s_kletskami_v_legkom_ragu,Курица с клецками в легком рагу,12,creme_fraiche,`creme_fraiche` is in ingredients but not found in instructions by known aliases,крем-фреш — 30 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,219,r219_kuritsa_s_kletskami_v_legkom_ragu,Курица с клецками в легком рагу,13,milk,`milk` is in ingredients but not found in instructions by known aliases,молоко — 30 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,219,r219_kuritsa_s_kletskami_v_legkom_ragu,Курица с клецками в легком рагу,15,egg,`egg` is in ingredients but not found in instructions by known aliases,яйца — 1 шт. / 50 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,219,r219_kuritsa_s_kletskami_v_legkom_ragu,Курица с клецками в легком рагу,16,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,пшеничная мука — 60 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,220,r220_svinina_s_zelenym_chili_kartofelem_i_homini,"Свинина с зеленым чили, картофелем и хомини",1,pork_loin,`pork_loin` is in ingredients but not found in instructions by known aliases,свиная лопатка или филе для жаркого без кости — 150 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,220,r220_svinina_s_zelenym_chili_kartofelem_i_homini,"Свинина с зеленым чили, картофелем и хомини",3,onion,`onion` is in ingredients but not found in instructions by known aliases,лук — 17 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,220,r220_svinina_s_zelenym_chili_kartofelem_i_homini,"Свинина с зеленым чили, картофелем и хомини",8,cornstarch,`cornstarch` is in ingredients but not found in instructions by known aliases,быстрорастворимая тапиока или кукурузный крахмал — 5 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,220,r220_svinina_s_zelenym_chili_kartofelem_i_homini,"Свинина с зеленым чили, картофелем и хомини",13,oregano,`oregano` is in ingredients but not found in instructions by known aliases,"сушеный орегано — 0,5 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,222,r222_kurinaya_zapekanka_s_brokkoli_pastoy_i_mindalnoy_syrno,"Куриная запеканка с брокколи, пастой и миндальной сырной корочкой",4,chicken_breast,`chicken_breast` is in ingredients but not found in instructions by known aliases,куриная грудка без кожи — 90 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,222,r222_kurinaya_zapekanka_s_brokkoli_pastoy_i_mindalnoy_syrno,"Куриная запеканка с брокколи, пастой и миндальной сырной корочкой",7,greens,`greens` is in ingredients but not found in instructions by known aliases,мягкий сыр с чесноком и зеленью — 20 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,223,r223_kurinaya_zapekanka_kordon_blyu_s_brokkoli_i_fuzilli,Куриная запеканка кордон блю с брокколи и фузилли,6,pasta_generic,`pasta_generic` is in ingredients but not found in instructions by known aliases,фузилли из цельной пшеницы — 40 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,223,r223_kurinaya_zapekanka_kordon_blyu_s_brokkoli_i_fuzilli,Куриная запеканка кордон блю с брокколи и фузилли,9,cottage_cheese,`cottage_cheese` is in ingredients but not found in instructions by known aliases,сухие твороговочные сухари — 7 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,223,r223_kurinaya_zapekanka_kordon_blyu_s_brokkoli_i_fuzilli,Куриная запеканка кордон блю с брокколи и фузилли,11,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,мука — 8 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,224,r224_zapekanka_s_govyazhim_farshem_tsvetnoy_kapustoy_i_ched,"Запеканка с говяжьим фаршем, цветной капустой и чеддером",10,italian_seasoning,`italian_seasoning` is in ingredients but not found in instructions by known aliases,"итальянская приправа — 0,5 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,225,r225_zapekanka_s_tuntsom_yaichnoy_lapshoy_goroshkom_i_hrust,"Запеканка с тунцом, яичной лапшой, горошком и хрустящей крошкой",1,egg_noodles,`egg_noodles` is in ingredients but not found in instructions by known aliases,яичная лапша — 55 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,225,r225_zapekanka_s_tuntsom_yaichnoy_lapshoy_goroshkom_i_hrust,"Запеканка с тунцом, яичной лапшой, горошком и хрустящей крошкой",8,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,мука — 11 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,226,r226_grecheskaya_musaka_s_baklazhanami_i_beshamelem,Греческая мусака с баклажанами и бешамелем,6,lamb_ground,`lamb_ground` is in ingredients but not found in instructions by known aliases,говяжий или бараний фарш — 90 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,226,r226_grecheskaya_musaka_s_baklazhanami_i_beshamelem,Греческая мусака с баклажанами и бешамелем,7,tomato_paste,`tomato_paste` is in ingredients but not found in instructions by known aliases,"томатная паста — 4,5 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,226,r226_grecheskaya_musaka_s_baklazhanami_i_beshamelem,Греческая мусака с баклажанами и бешамелем,15,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,мука — 8 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,226,r226_grecheskaya_musaka_s_baklazhanami_i_beshamelem,Греческая мусака с баклажанами и бешамелем,18,parmesan,`parmesan` is in ingredients but not found in instructions by known aliases,сыр кефалотири или пармезан — 10 г (примерно 2 ст. л. тертого),
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,227,r227_zapechennye_rakushki_s_rikottoy_shpinatom_i_marinaroy,"Запеченные ракушки с рикоттой, шпинатом и маринарой",1,pasta_generic,`pasta_generic` is in ingredients but not found in instructions by known aliases,крупные макаронные ракушки — 5 шт.,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,227,r227_zapechennye_rakushki_s_rikottoy_shpinatom_i_marinaroy,"Запеченные ракушки с рикоттой, шпинатом и маринарой",3,cabbage,`cabbage` is in ingredients but not found in instructions by known aliases,капуста кейл или шпинат — 40 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,227,r227_zapechennye_rakushki_s_rikottoy_shpinatom_i_marinaroy,"Запеченные ракушки с рикоттой, шпинатом и маринарой",5,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,лимонная цедра — 1 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,228,r228_enchiladas_so_shpinatom_artishokami_i_chernoy_fasolyu,"Энчиладас со шпинатом, артишоками и черной фасолью",10,chili_pepper,`chili_pepper` is in ingredients but not found in instructions by known aliases,перец халапеньо — 25 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,229,r229_pastushiy_pirog_s_govyadinoy_i_kartofelnym_pyure,Пастуший пирог с говядиной и картофельным пюре,1,beef_ground,`beef_ground` is in ingredients but not found in instructions by known aliases,Говяжий фарш 5-10% — 130 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,229,r229_pastushiy_pirog_s_govyadinoy_i_kartofelnym_pyure,Пастуший пирог с говядиной и картофельным пюре,4,green_peas,`green_peas` is in ingredients but not found in instructions by known aliases,Зеленый горошек — 50 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,229,r229_pastushiy_pirog_s_govyadinoy_i_kartofelnym_pyure,Пастуший пирог с говядиной и картофельным пюре,5,milk,`milk` is in ingredients but not found in instructions by known aliases,Молоко — 40 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,230,r230_tetratstsini_iz_indeyki_s_gribami_goroshkom_i_parmezan,"Тетраццини из индейки с грибами, горошком и пармезаном",7,wheat_flour,`wheat_flour` is in ingredients but not found in instructions by known aliases,мука — 8 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,230,r230_tetratstsini_iz_indeyki_s_gribami_goroshkom_i_parmezan,"Тетраццини из индейки с грибами, горошком и пармезаном",16,cottage_cheese,`cottage_cheese` is in ingredients but not found in instructions by known aliases,твороговочные сухари — 15 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,231,r231_kurinyy_salat_shaurma_s_yogurtovoy_zapravkoy,Куриный салат шаурма с тахини-йогуртовой заправкой,3,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,лимонный сок — 35 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,231,r231_kurinyy_salat_shaurma_s_yogurtovoy_zapravkoy,Куриный салат шаурма с тахини-йогуртовой заправкой,9,oregano,`oregano` is in ingredients but not found in instructions by known aliases,сушеный орегано — 1 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,231,r231_kurinyy_salat_shaurma_s_yogurtovoy_zapravkoy,Куриный салат шаурма с тахини-йогуртовой заправкой,20,pita,`pita` is in ingredients but not found in instructions by known aliases,питы или лепешки — 1 шт.,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,231,r231_kurinyy_salat_shaurma_s_yogurtovoy_zapravkoy,Куриный салат шаурма с тахини-йогуртовой заправкой,21,chili_pepper,`chili_pepper` is in ingredients but not found in instructions by known aliases,маринованный чили — 1 шт.,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,232,r232_pitatelnyy_salat_s_kuritsey_shpinatom_fetoy_i_semechka,"Питательный салат с курицей, шпинатом, фетой и семечками",4,oregano,`oregano` is in ingredients but not found in instructions by known aliases,"сушеный орегано — 0,5 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,232,r232_pitatelnyy_salat_s_kuritsey_shpinatom_fetoy_i_semechka,"Питательный салат с курицей, шпинатом, фетой и семечками",15,feta,`feta` is in ingredients but not found in instructions by known aliases,фета — 9 г (примерно 2 ст. л. крошки),
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,232,r232_pitatelnyy_salat_s_kuritsey_shpinatom_fetoy_i_semechka,"Питательный салат с курицей, шпинатом, фетой и семечками",16,sunflower_seeds,`sunflower_seeds` is in ingredients but not found in instructions by known aliases,жареные несоленые семечки подсолнечника — 8 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,233,r233_tako_salat_s_kuritsey_keylom_fasolyu_i_avokado_ranch,"Тако-салат с курицей, кейлом, фасолью и авокадо-ранч",7,chicken_breast,`chicken_breast` is in ingredients but not found in instructions by known aliases,готовая куриная грудка — 70 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,234,r234_tuntsovyy_nisuaz_s_pechenym_kartofelem_i_yaytsami,Тунцовый нисуаз с печеным картофелем и яйцами,11,tuna,`tuna` is in ingredients but not found in instructions by known aliases,консервированный желтоперый тунец в воде — 90 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,237,r237_salat_s_tuntsom_fasolyu_yablokom_i_fetoy,"Салат с тунцом, фасолью, яблоком и фетой",2,red_beans,`red_beans` is in ingredients but not found in instructions by known aliases,Белая фасоль консервированная — 120 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,237,r237_salat_s_tuntsom_fasolyu_yablokom_i_fetoy,"Салат с тунцом, фасолью, яблоком и фетой",5,feta,`feta` is in ingredients but not found in instructions by known aliases,Фета — 35 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,237,r237_salat_s_tuntsom_fasolyu_yablokom_i_fetoy,"Салат с тунцом, фасолью, яблоком и фетой",7,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,Лимонный сок — 10 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,240,r240_tunets_so_shpinatom_olivkami_fetoy_i_yogurtovoy_zaprav,"Тунец со шпинатом, оливками, фетой и йогуртовой заправкой",3,tomato,`tomato` is in ingredients but not found in instructions by known aliases,Помидоры черри — 120 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,240,r240_tunets_so_shpinatom_olivkami_fetoy_i_yogurtovoy_zaprav,"Тунец со шпинатом, оливками, фетой и йогуртовой заправкой",5,feta,`feta` is in ingredients but not found in instructions by known aliases,Фета — 40 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,241,r241_kurinye_fahitas_s_pertsem_i_salsoy,Куриные фахитас с перцем и сальсой,11,hot_sauce,`hot_sauce` is in ingredients but not found in instructions by known aliases,соус острый перечный соус — 4–5 капель,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,241,r241_kurinye_fahitas_s_pertsem_i_salsoy,Куриные фахитас с перцем и сальсой,14,flour_tortilla,`flour_tortilla` is in ingredients but not found in instructions by known aliases,пшеничные тортильи — 120 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,242,r242_tako_s_beloy_ryboy_krasnoy_kapustoy_i_avokado,"Тако с белой рыбой, красной капустой и авокадо",6,white_fish,`white_fish` is in ingredients but not found in instructions by known aliases,филе белой рыбы без кожи и костей — 120 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,242,r242_tako_s_beloy_ryboy_krasnoy_kapustoy_i_avokado,"Тако с белой рыбой, красной капустой и авокадо",7,red_cabbage,`red_cabbage` is in ingredients but not found in instructions by known aliases,красная капуста — 1/4 кочана,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,242,r242_tako_s_beloy_ryboy_krasnoy_kapustoy_i_avokado,"Тако с белой рыбой, красной капустой и авокадо",11,flour_tortilla,`flour_tortilla` is in ingredients but not found in instructions by known aliases,маленькие кукурузные или пшеничные тортильи — 120 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,243,r243_tayskoe_krasnoe_karri_s_kurinymi_bedrami,Тайское красное карри с куриными бедрами,3,thai_curry_paste,`thai_curry_paste` is in ingredients but not found in instructions by known aliases,тайская красная карри-паста — 22 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,243,r243_tayskoe_krasnoe_karri_s_kurinymi_bedrami,Тайское красное карри с куриными бедрами,5,chicken_thigh,`chicken_thigh` is in ingredients but not found in instructions by known aliases,куриные бедра без кожи и костей — 2 шт.,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,243,r243_tayskoe_krasnoe_karri_s_kurinymi_bedrami,Тайское красное карри с куриными бедрами,11,ginger,`ginger` is in ingredients but not found in instructions by known aliases,свежий имбирь — кусочек с большой палец,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,243,r243_tayskoe_krasnoe_karri_s_kurinymi_bedrami,Тайское красное карри с куриными бедрами,12,rice,`rice` is in ingredients but not found in instructions by known aliases,готовый рис — 150 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,244,r244_kuritsa_tikka_masala_s_pertsem,Курица тикка масала с перцем,9,tomato_paste,`tomato_paste` is in ingredients but not found in instructions by known aliases,томатная паста — 6 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,245,r245_goanskoe_karri_s_krevetkami_kartofelem_i_kokosom,"Гоанское карри с креветками, картофелем и кокосом",3,chili_pepper,`chili_pepper` is in ingredients but not found in instructions by known aliases,"сушеные красные чили — 0,8 шт.",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,245,r245_goanskoe_karri_s_krevetkami_kartofelem_i_kokosom,"Гоанское карри с креветками, картофелем и кокосом",4,ginger,`ginger` is in ingredients but not found in instructions by known aliases,свежий имбирь — кусочек с большой палец,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,245,r245_goanskoe_karri_s_krevetkami_kartofelem_i_kokosom,"Гоанское карри с креветками, картофелем и кокосом",8,tomato_paste,`tomato_paste` is in ingredients but not found in instructions by known aliases,томатная паста — 5 г (примерно 1 ч. л.),
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,245,r245_goanskoe_karri_s_krevetkami_kartofelem_i_kokosom,"Гоанское карри с креветками, картофелем и кокосом",13,cauliflower,`cauliflower` is in ingredients but not found in instructions by known aliases,цветная капуста — 50 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,245,r245_goanskoe_karri_s_krevetkami_kartofelem_i_kokosom,"Гоанское карри с креветками, картофелем и кокосом",16,green_onion,`green_onion` is in ingredients but not found in instructions by known aliases,зеленый лук — 13 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,246,r246_bystro_obzharennaya_govyadina_s_brokkoli_i_morkovyu,Быстро обжаренная говядина с брокколи и морковью,2,cornstarch,`cornstarch` is in ingredients but not found in instructions by known aliases,кукурузный крахмал — 4 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,246,r246_bystro_obzharennaya_govyadina_s_brokkoli_i_morkovyu,Быстро обжаренная говядина с брокколи и морковью,4,ginger,`ginger` is in ingredients but not found in instructions by known aliases,свежий имбирь — 4 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,246,r246_bystro_obzharennaya_govyadina_s_brokkoli_i_morkovyu,Быстро обжаренная говядина с брокколи и морковью,7,beef_sirloin,`beef_sirloin` is in ingredients but not found in instructions by known aliases,говяжий верхний сирлойн без кости — 85 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,247,r247_kuritsa_kung_pao_s_ovoschami_i_arahisom,Курица кунг пао с овощами и арахисом,2,wine,`wine` is in ingredients but not found in instructions by known aliases,китайское рисовое вино или сухой херес — 4 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,247,r247_kuritsa_kung_pao_s_ovoschami_i_arahisom,Курица кунг пао с овощами и арахисом,3,cornstarch,`cornstarch` is in ingredients but not found in instructions by known aliases,"кукурузный крахмал — 0,5 мл",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,247,r247_kuritsa_kung_pao_s_ovoschami_i_arahisom,Курица кунг пао с овощами и арахисом,10,ginger,`ginger` is in ingredients but not found in instructions by known aliases,свежий имбирь — кусочек 4 см,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,247,r247_kuritsa_kung_pao_s_ovoschami_i_arahisom,Курица кунг пао с овощами и арахисом,11,green_onion,`green_onion` is in ingredients but not found in instructions by known aliases,"зеленый лук — 2 пучка, белую часть нарезать кусочками, зеленую тонко нарезать",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,247,r247_kuritsa_kung_pao_s_ovoschami_i_arahisom,Курица кунг пао с овощами и арахисом,12,stir_fry_vegetables,`stir_fry_vegetables` is in ingredients but not found in instructions by known aliases,овощная смесь для стир-фрай — 140 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,248,r248_barani_kebaby_mergez_s_morkovno_yogurtovym_sousom,Бараньи кебабы мергез с морковно-йогуртовым соусом,15,mint,`mint` is in ingredients but not found in instructions by known aliases,"мята — 2,5 г",
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,249,r249_kurinaya_shaurma_v_lavashe_s_yogurtovym_sousom,Куриная шаурма в лаваше с йогуртовым соусом,4,cucumber,`cucumber` is in ingredients but not found in instructions by known aliases,Огурец — 80 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,249,r249_kurinaya_shaurma_v_lavashe_s_yogurtovym_sousom,Куриная шаурма в лаваше с йогуртовым соусом,5,tomato,`tomato` is in ingredients but not found in instructions by known aliases,Помидор — 100 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,249,r249_kurinaya_shaurma_v_lavashe_s_yogurtovym_sousom,Куриная шаурма в лаваше с йогуртовым соусом,6,cabbage,`cabbage` is in ingredients but not found in instructions by known aliases,Белокочанная капуста — 80 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,249,r249_kurinaya_shaurma_v_lavashe_s_yogurtovym_sousom,Куриная шаурма в лаваше с йогуртовым соусом,7,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,Лимонный сок — 10 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,250,r250_roll_s_kuritsey_yaytsom_i_myatnym_yogurtom,"Ролл с курицей, яйцом и мятным йогуртом",7,mint,`mint` is in ingredients but not found in instructions by known aliases,Мята свежая — 5 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,251,r251_sendvich_s_tuntsom_i_yaytsom,Сэндвич с тунцом и яйцом,1,whole_grain_bread,`whole_grain_bread` is in ingredients but not found in instructions by known aliases,Цельнозерновой хлеб — 80 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,251,r251_sendvich_s_tuntsom_i_yaytsom,Сэндвич с тунцом и яйцом,5,cucumber,`cucumber` is in ingredients but not found in instructions by known aliases,Огурец — 60 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,251,r251_sendvich_s_tuntsom_i_yaytsom,Сэндвич с тунцом и яйцом,7,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,Лимонный сок — 5 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,252,r252_lavash_roll_s_kuritsey_i_ovoschami,Лаваш-ролл с курицей и овощами,3,cream_cheese,`cream_cheese` is in ingredients but not found in instructions by known aliases,Творожный сыр — 45 г,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,254,r254_edamame_s_yaytsom_i_kunzhutom,Зеленый горошек с яйцом и кунжутом,3,soy_sauce,`soy_sauce` is in ingredients but not found in instructions by known aliases,Соевый соус — 10 мл,
warning,ingredient_missing_from_steps,ingredient_not_named_in_steps,254,r254_edamame_s_yaytsom_i_kunzhutom,Зеленый горошек с яйцом и кунжутом,5,lemon_juice,`lemon_juice` is in ingredients but not found in instructions by known aliases,Лимонный сок — 5 мл,
